,survey_id,survey_date,survey_name,question_description,response_total,response_1_text,response_1_percent,response_2_text,response_2_percent,response_3_text,response_3_percent,response_4_text,response_4_percent,response_5_text,response_5_percent,response_6_text,response_6_percent,response_7_text,response_7_percent
17,41,2016-03-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),456,Extremely Dissatisfied,0.0224,Very Dissatisfied,0.0224,Somewhat Dissatisfied,0.1061,Neutral,0.0764,Somewhat Satisfied,0.2498,Very Satisfied,0.3395,Extremely Satisfied,0.1809
18,42,2016-03-01,MBTA Customer Opinion Panel,In-station announcements,433,Extremely Dissatisfied,0.0398,Very Dissatisfied,0.0398,Somewhat Dissatisfied,0.1571,Neutral,0.1517,Somewhat Satisfied,0.2446,Very Satisfied,0.2356,Extremely Satisfied,0.0985
19,43,2016-03-01,MBTA Customer Opinion Panel,On-vehicle announcements,483,Extremely Dissatisfied,0.0389,Very Dissatisfied,0.0389,Somewhat Dissatisfied,0.1812,Neutral,0.1769,Somewhat Satisfied,0.2735,Very Satisfied,0.167,Extremely Satisfied,0.0614
20,44,2016-03-01,MBTA Customer Opinion Panel,T-alerts,439,Extremely Dissatisfied,0.0235,Very Dissatisfied,0.0235,Somewhat Dissatisfied,0.1318,Neutral,0.1715,Somewhat Satisfied,0.2672,Very Satisfied,0.2289,Extremely Satisfied,0.1018
21,45,2016-03-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),299,Extremely Dissatisfied,0.0265,Very Dissatisfied,0.0265,Somewhat Dissatisfied,0.0699,Neutral,0.1503,Somewhat Satisfied,0.2386,Very Satisfied,0.3268,Extremely Satisfied,0.1303
22,46,2016-03-01,MBTA Customer Opinion Panel,,498,Extremely Dissatisfied,0.0376,Very Dissatisfied,0.0376,Somewhat Dissatisfied,0.1351,Neutral,0.1317,Somewhat Satisfied,0.252,Very Satisfied,0.3418,Extremely Satisfied,0.0675
23,634,2016-03-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,513,Extremely Dissatisfied,0.0266,Very Dissatisfied,0.0266,Somewhat Dissatisfied,0.1743,Neutral,0.0756,Somewhat Satisfied,0.3613,Very Satisfied,0.2352,Extremely Satisfied,0.0148
24,635,2016-03-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,498,Extremely Dissatisfied,0.0376,Very Dissatisfied,0.0376,Somewhat Dissatisfied,0.1351,Neutral,0.1317,Somewhat Satisfied,0.252,Very Satisfied,0.3418,Extremely Satisfied,0.0675
25,636,2016-03-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,498,Extremely Unlikely,0.0133,Very Unlikely,0.0133,Somewhat Unlikely,0.0152,Neither Likely nor Unlikely,0.0302,Somewhat Likely,0.0929,Very Likely,0.2894,Extremely Likely,0.5538
26,637,2016-03-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,493,Extremely Unlikely,0.0568,Very Unlikely,0.0568,Somewhat Unlikely,0.0498,Neither Likely nor Unlikely,0.208,Somewhat Likely,0.2111,Very Likely,0.1788,Extremely Likely,0.2338
27,638,2016-03-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,491,Strongly Disagree,0.1296,Disagree,0.1296,Slightly Disagree,0.1882,Neither Agree nor Disagree,0.0734,Slightly Agree,0.2242,Agree,0.1966,Strongly Agree,0.0437
28,639,2016-03-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,491,Strongly Disagree,0.2816,Disagree,0.2816,Slightly Disagree,0.1137,Neither Agree nor Disagree,0.1848,Slightly Agree,0.1285,Agree,0.0745,Strongly Agree,0.0358
29,640,2016-03-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,491,Strongly Disagree,0.0915,Disagree,0.0915,Slightly Disagree,0.1328999999,Neither Agree nor Disagree,0.1207,Slightly Agree,0.2849,Agree,0.2308,Strongly Agree,0.0401
30,641,2016-03-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,491,Strongly Disagree,0.0792,Disagree,0.0792,Slightly Disagree,0.1503,Neither Agree nor Disagree,0.1318999999,Slightly Agree,0.1991,Agree,0.2368,Strongly Agree,0.0946
31,642,2016-03-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,490,Strongly Disagree,0.1585,Disagree,0.1585,Slightly Disagree,0.1833,Neither Agree nor Disagree,0.1136,Slightly Agree,0.1717,Agree,0.1567,Strongly Agree,0.0142
32,643,2016-03-01,MBTA Customer Opinion Panel,Wait time at stop,492,Unacceptable,0.0474,Very Poor,0.0474,Poor,0.0659,Fair,0.1515,Good,0.2325,Very Good,0.2136,Excellent,0.25269999989999997
33,644,2016-03-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,487,Unacceptable,0.0174,Very Poor,0.0174,Poor,0.059,Fair,0.26329999989999997,Good,0.2874,Very Good,0.2043,Excellent,0.1374
34,645,2016-03-01,MBTA Customer Opinion Panel,Vehicle crowdedness,496,Unacceptable,0.0396,Very Poor,0.0396,Poor,0.1077,Fair,0.2232,Good,0.2156,Very Good,0.1651,Excellent,0.1781
35,646,2016-03-01,MBTA Customer Opinion Panel,Vehicle cleanliness,493,Unacceptable,0.0146,Very Poor,0.0146,Poor,0.0719,Fair,0.2237,Good,0.3453,Very Good,0.1629,Excellent,0.1432
36,647,2016-03-01,MBTA Customer Opinion Panel,Speed/travel time,497,Unacceptable,0.0246,Very Poor,0.0246,Poor,0.0624,Fair,0.2151,Good,0.3042,Very Good,0.1939,Excellent,0.1743
37,648,2016-03-01,MBTA Customer Opinion Panel,Parking availability,180,Unacceptable,0.0494,Very Poor,0.0494,Poor,0.0937,Fair,0.1825,Good,0.1981,Very Good,0.1444,Excellent,0.2825
38,649,2016-03-01,MBTA Customer Opinion Panel,Real-time communications,400,Unacceptable,0.044,Very Poor,0.044,Poor,0.0796,Fair,0.1762,Good,0.3098,Very Good,0.203,Excellent,0.1531
39,650,2016-03-01,MBTA Customer Opinion Panel,Mbta website,432,Extremely Dissatisfied,0.0195,Very Dissatisfied,0.0195,Somewhat Dissatisfied,0.116,Neutral,0.2224,Somewhat Satisfied,0.2581999999,Very Satisfied,0.2699,Extremely Satisfied,0.0882
40,651,2016-03-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),456,Extremely Dissatisfied,0.0224,Very Dissatisfied,0.0224,Somewhat Dissatisfied,0.1061,Neutral,0.0764,Somewhat Satisfied,0.2498,Very Satisfied,0.3395,Extremely Satisfied,0.1809
41,652,2016-03-01,MBTA Customer Opinion Panel,In-station announcements,433,Extremely Dissatisfied,0.0398,Very Dissatisfied,0.0398,Somewhat Dissatisfied,0.1571,Neutral,0.1517,Somewhat Satisfied,0.2446,Very Satisfied,0.2356,Extremely Satisfied,0.0985
42,653,2016-03-01,MBTA Customer Opinion Panel,On-vehicle announcements,483,Extremely Dissatisfied,0.0389,Very Dissatisfied,0.0389,Somewhat Dissatisfied,0.1812,Neutral,0.1769,Somewhat Satisfied,0.2735,Very Satisfied,0.167,Extremely Satisfied,0.0614
43,654,2016-03-01,MBTA Customer Opinion Panel,T-alerts,439,Extremely Dissatisfied,0.0235,Very Dissatisfied,0.0235,Somewhat Dissatisfied,0.1318,Neutral,0.1715,Somewhat Satisfied,0.2672,Very Satisfied,0.2289,Extremely Satisfied,0.1018
44,655,2016-03-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),299,Extremely Dissatisfied,0.0265,Very Dissatisfied,0.0265,Somewhat Dissatisfied,0.0699,Neutral,0.1503,Somewhat Satisfied,0.2386,Very Satisfied,0.3268,Extremely Satisfied,0.1303
45,656,2016-03-01,MBTA Customer Opinion Panel,,498,Extremely Dissatisfied,0.0376,Very Dissatisfied,0.0376,Somewhat Dissatisfied,0.1351,Neutral,0.1317,Somewhat Satisfied,0.252,Very Satisfied,0.3418,Extremely Satisfied,0.0675
0,410,2017-08-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,931,Extremely Dissatisfied,0.0181,Very Dissatisfied,0.0181,Somewhat Dissatisfied,0.1201,Neutral,0.082,Somewhat Satisfied,0.3215,Very Satisfied,0.3377,Extremely Satisfied,0.0634
1,411,2017-08-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,921,Extremely Dissatisfied,0.0356,Very Dissatisfied,0.0356,Somewhat Dissatisfied,0.0872,Neutral,0.1074,Somewhat Satisfied,0.2129,Very Satisfied,0.3892,Extremely Satisfied,0.1161
2,412,2017-08-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,920,Extremely Unlikely,0.0053,Very Unlikely,0.0053,Somewhat Unlikely,0.0115,Neither Likely nor Unlikely,0.0222,Somewhat Likely,0.0521,Very Likely,0.2462,Extremely Likely,0.6581
3,413,2017-08-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,919,Extremely Unlikely,0.0413,Very Unlikely,0.0413,Somewhat Unlikely,0.0601,Neither Likely nor Unlikely,0.1049,Somewhat Likely,0.1769,Very Likely,0.2533,Extremely Likely,0.3243
4,414,2017-08-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,916,Strongly Disagree,0.077,Disagree,0.077,Slightly Disagree,0.1255999999,Neither Agree nor Disagree,0.1144,Slightly Agree,0.2297,Agree,0.2727,Strongly Agree,0.0806
5,415,2017-08-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,917,Strongly Disagree,0.1087,Disagree,0.1087,Slightly Disagree,0.1119,Neither Agree nor Disagree,0.2248,Slightly Agree,0.1633,Agree,0.2039,Strongly Agree,0.0589
6,416,2017-08-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,918,Strongly Disagree,0.0621,Disagree,0.0621,Slightly Disagree,0.0889,Neither Agree nor Disagree,0.1359,Slightly Agree,0.2379,Agree,0.3135,Strongly Agree,0.0797
7,417,2017-08-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,918,Strongly Disagree,0.0622,Disagree,0.0622,Slightly Disagree,0.0944,Neither Agree nor Disagree,0.123,Slightly Agree,0.1767,Agree,0.3171,Strongly Agree,0.1657
8,418,2017-08-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,918,Strongly Disagree,0.1197,Disagree,0.1197,Slightly Disagree,0.1577,Neither Agree nor Disagree,0.1260999999,Slightly Agree,0.2504,Agree,0.2062,Strongly Agree,0.041
9,419,2017-08-01,MBTA Customer Opinion Panel,Wait time at stop,921,Unacceptable,0.0316,Very Poor,0.0316,Poor,0.0823,Fair,0.104,Good,0.169,Very Good,0.3212,Excellent,0.2347
10,420,2017-08-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,911,Unacceptable,0.0308,Very Poor,0.0308,Poor,0.1215,Fair,0.1811,Good,0.2157,Very Good,0.25269999989999997,Excellent,0.1558
11,421,2017-08-01,MBTA Customer Opinion Panel,Vehicle crowdedness,917,Unacceptable,0.0469,Very Poor,0.0469,Poor,0.1022,Fair,0.1415,Good,0.1945,Very Good,0.2652,Excellent,0.1933
12,422,2017-08-01,MBTA Customer Opinion Panel,Vehicle cleanliness,917,Unacceptable,0.0206,Very Poor,0.0206,Poor,0.0926,Fair,0.1693,Good,0.2015,Very Good,0.3222,Excellent,0.1585
13,423,2017-08-01,MBTA Customer Opinion Panel,Speed/travel time,919,Unacceptable,0.0452,Very Poor,0.0452,Poor,0.1057,Fair,0.1097,Good,0.1628,Very Good,0.3328,Excellent,0.1946
14,424,2017-08-01,MBTA Customer Opinion Panel,Parking availability,318,Unacceptable,0.0336,Very Poor,0.0336,Poor,0.0424,Fair,0.1943,Good,0.1613,Very Good,0.2425,Excellent,0.259
15,425,2017-08-01,MBTA Customer Opinion Panel,Real-time communications,850,Unacceptable,0.0443,Very Poor,0.0443,Poor,0.0827,Fair,0.1482,Good,0.1843,Very Good,0.2909,Excellent,0.1842
16,426,2017-08-01,MBTA Customer Opinion Panel,How satisfied are you with the MBTA's communication overall?,930,Extremely Dissatisfied,0.029,Very Dissatisfied,0.029,Somewhat Dissatisfied,0.1119,Neutral,0.158,Somewhat Satisfied,0.3425,Very Satisfied,0.2676,Extremely Satisfied,0.0392
17,427,2017-08-01,MBTA Customer Opinion Panel,,921,Extremely Dissatisfied,0.0356,Very Dissatisfied,0.0356,Somewhat Dissatisfied,0.0872,Neutral,0.1074,Somewhat Satisfied,0.2129,Very Satisfied,0.3892,Extremely Satisfied,0.1161
18,1020,2017-08-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,931,Extremely Dissatisfied,0.0181,Very Dissatisfied,0.0181,Somewhat Dissatisfied,0.1201,Neutral,0.082,Somewhat Satisfied,0.3215,Very Satisfied,0.3377,Extremely Satisfied,0.0634
19,1021,2017-08-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,921,Extremely Dissatisfied,0.0356,Very Dissatisfied,0.0356,Somewhat Dissatisfied,0.0872,Neutral,0.1074,Somewhat Satisfied,0.2129,Very Satisfied,0.3892,Extremely Satisfied,0.1161
20,1022,2017-08-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,920,Extremely Unlikely,0.0053,Very Unlikely,0.0053,Somewhat Unlikely,0.0115,Neither Likely nor Unlikely,0.0222,Somewhat Likely,0.0521,Very Likely,0.2462,Extremely Likely,0.6581
21,1023,2017-08-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,919,Extremely Unlikely,0.0413,Very Unlikely,0.0413,Somewhat Unlikely,0.0601,Neither Likely nor Unlikely,0.1049,Somewhat Likely,0.1769,Very Likely,0.2533,Extremely Likely,0.3243
22,1024,2017-08-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,916,Strongly Disagree,0.077,Disagree,0.077,Slightly Disagree,0.1255999999,Neither Agree nor Disagree,0.1144,Slightly Agree,0.2297,Agree,0.2727,Strongly Agree,0.0806
23,1025,2017-08-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,917,Strongly Disagree,0.1087,Disagree,0.1087,Slightly Disagree,0.1119,Neither Agree nor Disagree,0.2248,Slightly Agree,0.1633,Agree,0.2039,Strongly Agree,0.0589
24,1026,2017-08-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,918,Strongly Disagree,0.0621,Disagree,0.0621,Slightly Disagree,0.0889,Neither Agree nor Disagree,0.1359,Slightly Agree,0.2379,Agree,0.3135,Strongly Agree,0.0797
25,1027,2017-08-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,918,Strongly Disagree,0.0622,Disagree,0.0622,Slightly Disagree,0.0944,Neither Agree nor Disagree,0.123,Slightly Agree,0.1767,Agree,0.3171,Strongly Agree,0.1657
26,1028,2017-08-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,918,Strongly Disagree,0.1197,Disagree,0.1197,Slightly Disagree,0.1577,Neither Agree nor Disagree,0.1260999999,Slightly Agree,0.2504,Agree,0.2062,Strongly Agree,0.041
27,1029,2017-08-01,MBTA Customer Opinion Panel,Wait time at stop,921,Unacceptable,0.0316,Very Poor,0.0316,Poor,0.0823,Fair,0.104,Good,0.169,Very Good,0.3212,Excellent,0.2347
28,1030,2017-08-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,911,Unacceptable,0.0308,Very Poor,0.0308,Poor,0.1215,Fair,0.1811,Good,0.2157,Very Good,0.25269999989999997,Excellent,0.1558
29,1031,2017-08-01,MBTA Customer Opinion Panel,Vehicle crowdedness,917,Unacceptable,0.0469,Very Poor,0.0469,Poor,0.1022,Fair,0.1415,Good,0.1945,Very Good,0.2652,Excellent,0.1933
30,1032,2017-08-01,MBTA Customer Opinion Panel,Vehicle cleanliness,917,Unacceptable,0.0206,Very Poor,0.0206,Poor,0.0926,Fair,0.1693,Good,0.2015,Very Good,0.3222,Excellent,0.1585
31,1033,2017-08-01,MBTA Customer Opinion Panel,Speed/travel time,919,Unacceptable,0.0452,Very Poor,0.0452,Poor,0.1057,Fair,0.1097,Good,0.1628,Very Good,0.3328,Excellent,0.1946
32,1034,2017-08-01,MBTA Customer Opinion Panel,Parking availability,318,Unacceptable,0.0336,Very Poor,0.0336,Poor,0.0424,Fair,0.1943,Good,0.1613,Very Good,0.2425,Excellent,0.259
33,1035,2017-08-01,MBTA Customer Opinion Panel,Real-time communications,850,Unacceptable,0.0443,Very Poor,0.0443,Poor,0.0827,Fair,0.1482,Good,0.1843,Very Good,0.2909,Excellent,0.1842
34,1036,2017-08-01,MBTA Customer Opinion Panel,How satisfied are you with the MBTA's communication overall?,930,Extremely Dissatisfied,0.029,Very Dissatisfied,0.029,Somewhat Dissatisfied,0.1119,Neutral,0.158,Somewhat Satisfied,0.3425,Very Satisfied,0.2676,Extremely Satisfied,0.0392
35,1037,2017-08-01,MBTA Customer Opinion Panel,,921,Extremely Dissatisfied,0.0356,Very Dissatisfied,0.0356,Somewhat Dissatisfied,0.0872,Neutral,0.1074,Somewhat Satisfied,0.2129,Very Satisfied,0.3892,Extremely Satisfied,0.1161
0,428,2017-09-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,1256,Extremely Dissatisfied,0.0609,Very Dissatisfied,0.0609,Somewhat Dissatisfied,0.15,Neutral,0.086,Somewhat Satisfied,0.211,Very Satisfied,0.3107,Extremely Satisfied,0.0676
1,429,2017-09-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,1233,Extremely Dissatisfied,0.0996,Very Dissatisfied,0.0996,Somewhat Dissatisfied,0.0956,Neutral,0.1234,Somewhat Satisfied,0.144,Very Satisfied,0.3276,Extremely Satisfied,0.1093
2,430,2017-09-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,1228,Extremely Unlikely,0.0052,Very Unlikely,0.0052,Somewhat Unlikely,0.0145,Neither Likely nor Unlikely,0.0399,Somewhat Likely,0.0471,Very Likely,0.246,Extremely Likely,0.6404
3,431,2017-09-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,1229,Extremely Unlikely,0.0608,Very Unlikely,0.0608,Somewhat Unlikely,0.0645,Neither Likely nor Unlikely,0.1775,Somewhat Likely,0.1839,Very Likely,0.2,Extremely Likely,0.2413
4,432,2017-09-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,1230,Strongly Disagree,0.1447,Disagree,0.1447,Slightly Disagree,0.1586,Neither Agree nor Disagree,0.1001,Slightly Agree,0.2186,Agree,0.1846,Strongly Agree,0.052
5,433,2017-09-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,1225,Strongly Disagree,0.1439,Disagree,0.1439,Slightly Disagree,0.1239,Neither Agree nor Disagree,0.2534,Slightly Agree,0.1665,Agree,0.1328999999,Strongly Agree,0.0401
6,434,2017-09-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,1228,Strongly Disagree,0.0948,Disagree,0.0948,Slightly Disagree,0.137,Neither Agree nor Disagree,0.1503,Slightly Agree,0.2666,Agree,0.1981,Strongly Agree,0.051
7,435,2017-09-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,1230,Strongly Disagree,0.083,Disagree,0.083,Slightly Disagree,0.1089,Neither Agree nor Disagree,0.1459,Slightly Agree,0.206,Agree,0.2754,Strongly Agree,0.0962
8,436,2017-09-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,1230,Strongly Disagree,0.153,Disagree,0.153,Slightly Disagree,0.1503,Neither Agree nor Disagree,0.1318999999,Slightly Agree,0.2323,Agree,0.1626,Strongly Agree,0.0328
9,437,2017-09-01,MBTA Customer Opinion Panel,Wait time at stop,1228,Unacceptable,0.0882,Very Poor,0.0882,Poor,0.0841,Fair,0.1155,Good,0.0949,Very Good,0.3197,Excellent,0.2236
10,438,2017-09-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,1213,Unacceptable,0.0285,Very Poor,0.0285,Poor,0.0951,Fair,0.183,Good,0.1511,Very Good,0.346,Excellent,0.1312
11,439,2017-09-01,MBTA Customer Opinion Panel,Vehicle crowdedness,1230,Unacceptable,0.1134,Very Poor,0.1134,Poor,0.0943,Fair,0.1265,Good,0.0999,Very Good,0.2922,Excellent,0.1817
12,440,2017-09-01,MBTA Customer Opinion Panel,Vehicle cleanliness,1222,Unacceptable,0.0184,Very Poor,0.0184,Poor,0.0801,Fair,0.1886,Good,0.1476,Very Good,0.3606,Excellent,0.1437
13,441,2017-09-01,MBTA Customer Opinion Panel,Speed/travel time,1232,Unacceptable,0.104,Very Poor,0.104,Poor,0.0944,Fair,0.1148,Good,0.1193,Very Good,0.32,Excellent,0.1648
14,442,2017-09-01,MBTA Customer Opinion Panel,Parking availability,417,Unacceptable,0.0851,Very Poor,0.0851,Poor,0.0348,Fair,0.2253,Good,0.0735,Very Good,0.3106,Excellent,0.1953
15,443,2017-09-01,MBTA Customer Opinion Panel,Real-time communications,1170,Unacceptable,0.1034,Very Poor,0.1034,Poor,0.1095,Fair,0.1302,Good,0.1239,Very Good,0.3069,Excellent,0.1155
16,444,2017-09-01,MBTA Customer Opinion Panel,How satisfied are you with the MBTA's communication overall?,1256,Extremely Dissatisfied,0.0573,Very Dissatisfied,0.0573,Somewhat Dissatisfied,0.1431,Neutral,0.139,Somewhat Satisfied,0.2391,Very Satisfied,0.2541,Extremely Satisfied,0.0493
17,445,2017-09-01,MBTA Customer Opinion Panel,,1233,Extremely Dissatisfied,0.1024,Very Dissatisfied,0.1024,Somewhat Dissatisfied,0.09,Neutral,0.1164,Somewhat Satisfied,0.1348,Very Satisfied,0.335,Extremely Satisfied,0.1246
18,1038,2017-09-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,1256,Extremely Dissatisfied,0.0609,Very Dissatisfied,0.0609,Somewhat Dissatisfied,0.15,Neutral,0.086,Somewhat Satisfied,0.211,Very Satisfied,0.3107,Extremely Satisfied,0.0676
